rate,ct_dst_src_ltm,ct_srv_dst,label
0.09090909,0.96875,1,0
4.10E-05,0,0.147540984,0
2.81E-07,0.96875,1,0
0.100000002,0.96875,1,0
0.002757353,0,0.016393443,0
0.002529511,0.015625,0.114754098,0
0.004115226,0.015625,0.114754098,0
0.003949744,0.046875,0,0
0.002827521,0.046875,0.180327869,0
0.002819549,0.03125,0.032786885,0
0.004219409,0.046875,0.032786885,0
0.002690583,0,0.06557377,0
0.001472444,0.015625,0.114754098,0
3.04E-06,0.015625,0.06557377,0
0.002570694,0.015625,0.147540984,0
2.39E-06,0.03125,0.016393443,0
0.00144449,0.046875,0.016393443,0
1.80E-06,0,0.06557377,0
0.003990878,0.046875,0.016393443,0
0.002394254,0,0.06557377,0
7.64E-06,0.0625,0.147540984,0
0.002830189,0.015625,0.131147541,0
3.51E-06,0.015625,0.098360656,0
0.002581756,0,0.098360656,0
0.00251046,0,0.049180328,0
0.002617801,0.03125,0.114754098,0
0.002991027,0.015625,0.016393443,0
0.002617801,0.03125,0.114754098,0
0.001597057,0.09375,0.163934426,0
0.002690583,0.046875,0.06557377,0
0.002601908,0.03125,0.180327869,0
0.004214179,0.015625,0.016393443,0
0.00274223,0.015625,0.180327869,0
0.002816902,0.015625,0.049180328,0
0.00249246,0,0,0
0.002469136,0.015625,0.114754098,0
0.002592913,0,0,0
0.002659575,0,0.049180328,0
0.002354788,0.03125,0.098360656,0
0.001763197,0.078125,0.131147541,0
0.001477105,0.03125,0.049180328,0
0.002419355,0,0.049180328,0
5.89E-05,0,0.098360656,0
0.002606429,0,0.049180328,0
0.002793296,0.015625,0.131147541,0
0.0041841,0.03125,0.049180328,0
3.86E-05,0,0.163934426,0
0.004174121,0.03125,0.049180328,0
0.001441813,0.03125,0.016393443,0
0.001369018,0.046875,0.098360656,0
0.002822201,0,0.147540984,0
0.001502468,0.03125,0.049180328,0
5.48E-06,0.09375,0.163934426,0
0.002752293,0.03125,0.098360656,0
0.002814259,0.046875,0.06557377,0
3.37E-06,0.015625,0.06557377,0
0.002849003,0,0.147540984,0
2.67E-06,0,0.131147541,0
0.002561913,0,0.098360656,0
0.004081633,0.03125,0.016393443,0
4.36E-06,0,0.06557377,0
0.002777778,0.03125,0.147540984,0
0.002654867,0.03125,0.180327869,0
0.00139311,0.0625,0.147540984,0
0.003695882,0.015625,0.114754098,0
0.001634311,0.046875,0.098360656,0
0.001620109,0.046875,0.098360656,0
0.003213958,0.03125,0.049180328,0
0.002566296,0,0.049180328,0
2.09E-05,0,0.06557377,0
0.001376327,0.015625,0.114754098,0
3.35E-05,0,0.098360656,0
0.001292228,0.03125,0.049180328,0
0.002680965,0.03125,0.131147541,0
4.73E-06,0.015625,0.098360656,0
0.001527384,0.015625,0.114754098,0
0.004103165,0.015625,0.114754098,0
8.47E-06,0,0.147540984,0
0.002647838,0.015625,0.131147541,0
0.001468429,0.03125,0.049180328,0
2.75E-05,0.015625,0.147540984,0
0.002671416,0.015625,0.147540984,0
0.004206731,0.03125,0.049180328,0
0.002581756,0.015625,0.147540984,0
2.18E-06,0.015625,0.098360656,0
0.004302397,0.03125,0.114754098,0
0.002508361,0.046875,0.180327869,0
6.17E-06,0.015625,0.147540984,0
0.004009164,0.015625,0.016393443,0
8.86E-07,0,0,0
0.001581206,0.03125,0.114754098,0
0.001455907,0.015625,0.016393443,0
1.32E-06,0,0.163934426,0
0.002559727,0.015625,0.131147541,0
0.002752293,0,0.032786885,0
8.06E-06,0,0.06557377,0
0.002664298,0,0.06557377,0
0.002489627,0.015625,0.147540984,0
0.001389766,0.0625,0.147540984,0
0.00275989,0.03125,0.098360656,0
0.002832861,0.015625,0.016393443,0
0.002707581,0.015625,0.049180328,0
0.003174603,0.015625,0,0
0.002624672,0.03125,0.114754098,0
0.002819549,0,0.098360656,0
0.002824859,0.03125,0,0
0.002712477,0,0.032786885,0
0.000274233,0,0,0
0.002631579,0,0.016393443,0
4.05E-06,0,0,0
0.002767528,0.03125,0.049180328,0
5.16E-05,0,0.163934426,0
0.002673797,0.015625,0.114754098,0
0.002633889,0,0.180327869,0
4.57E-05,0,0.016393443,0
0.002808989,0.015625,0.131147541,0
0.002739726,0.015625,0.180327869,0
0.001745847,0.0625,0.147540984,0
0.002757353,0,0.180327869,0
0.002678571,0.03125,0.147540984,0
0.002425222,0.046875,0.180327869,0
0.003314917,0,0,0
0.00273224,0.03125,0.180327869,0
0.00145803,0.015625,0.016393443,0
0.001639996,0.046875,0.098360656,0
0.003990878,0.015625,0.016393443,0
0.00273224,0.03125,0.180327869,0
1.03E-05,0.03125,0.016393443,0
0.002785515,0.03125,0.131147541,0
3.16E-05,0.015625,0.098360656,0
0.002676182,0.015625,0.114754098,0
0.001558326,0.015625,0.049180328,0
4.60E-05,0,0.147540984,0
0.004129794,0.015625,0.049180328,0
2.56E-06,0.015625,0.098360656,0
0.002590674,0,0.016393443,0
0.002702703,0.046875,0.180327869,0
0.001386788,0.0625,0.147540984,0
0.004252734,0.015625,0.049180328,0
0.00273224,0.03125,0.131147541,0
0.002870813,0.015625,0,0
0.001513513,0.015625,0.049180328,0
0.002785515,0.015625,0.147540984,0
0.000163984,0.015625,0.06557377,0
0.002542373,0.03125,0.114754098,0
0.002643172,0.015625,0.131147541,0
8.49E-06,0,0.131147541,0
0.002717391,0,0.098360656,0
4.10E-06,0.03125,0.06557377,0
0.00265252,0,0,0
0.002727273,0,0,0
2.95E-06,0.03125,0.114754098,0
0.001521408,0.03125,0.016393443,0
0.001339825,0.015625,0.016393443,0
0.002851711,0.015625,0.032786885,0
0.004171633,0.03125,0.016393443,0
0.001394759,0.015625,0.016393443,0
0.002767528,0,0.032786885,0
0.002757353,0.015625,0.016393443,0
0.001665825,0.03125,0.081967213,0
0.002757353,0.015625,0.016393443,0
0.002762431,0.03125,0,0
0.004347826,0.03125,0.06557377,0
0.002754821,0,0.032786885,0
0.002955665,0.015625,0.016393443,0
0.002851711,0,0.032786885,0
9.82E-05,0.09375,0.06557377,0
9.36E-06,0,0.06557377,0
3.70E-06,0.015625,0.081967213,0
1.13E-06,0,0.098360656,0
0.003382411,0,0.016393443,0
3.07E-06,0,0.081967213,0
8.39E-07,0.03125,0.098360656,0
0.002360177,0.03125,0.081967213,0
7.10E-07,0.03125,0.049180328,0
1.20E-06,0.015625,0.06557377,0
6.76E-07,0.03125,0.081967213,0
6.23E-07,0,0.098360656,0
5.65E-06,0.015625,0.147540984,0
0.004229018,0,0,0
2.62E-06,0,0.016393443,0
0.000645123,0.0625,0.131147541,0
0.001514873,0.078125,0.147540984,0
0.0004544,0,0.098360656,0
0.003157639,0.015625,0.016393443,0
0.002163225,0.078125,0.147540984,0
1.60E-06,0.015625,0.049180328,0
1.64E-06,0,0.081967213,0
0.001571653,0.078125,0.147540984,0
1.41E-06,0.015625,0.081967213,0
6.73E-06,0.015625,0.06557377,0
0.001584645,0.078125,0.147540984,0
9.75E-07,0.109375,0.098360656,0
1.09E-06,0.015625,0.049180328,0
0.003164557,0,0,0
2.24E-05,0,0.06557377,0
0.002242305,0.09375,0.327868852,0
0.002775208,0,0,0
0.001577061,0.078125,0.180327869,0
0.001455664,0.078125,0.180327869,0
0.000990415,0.015625,0.016393443,0
7.74E-05,0,0.016393443,0
4.02E-05,0.015625,0.06557377,0
7.70E-05,0,0.06557377,0
0.004234122,0,0.016393443,0
0.001494957,0.09375,0.327868852,0
0.001701908,0.09375,0.327868852,0
0.001483029,0.09375,0.327868852,0
0.002890173,0.015625,0,0
0.003112033,0.09375,0.016393443,0
2.81E-05,0,0.032786885,0
4.42E-05,0.015625,0.06557377,0
5.12E-06,0,0.016393443,0
1.22E-05,0,0.032786885,0
5.36E-05,0.015625,0.180327869,0
3.86E-05,0,0.032786885,0
6.68E-06,0,0.081967213,0
1.68E-06,0,0.06557377,0
0.004110252,0.0625,0.016393443,0
8.41E-05,0.0625,0.016393443,0
0.001536027,0.125,0.327868852,0
0.001344031,0.09375,0.327868852,0
0.001501365,0.09375,0.327868852,0
1.52E-06,0.125,0.016393443,0
1.46E-06,0.015625,0.06557377,0
3.27E-06,0,0.180327869,0
0.001573827,0.078125,0.147540984,0
0.009855025,0.015625,0,0
0.002775208,0.09375,0.016393443,0
0.001677,0.09375,0.327868852,0
0.002080313,0.125,0.327868852,0
0.000829938,0.046875,0.131147541,0
0.001533315,0.125,0.327868852,0
0.000590964,0.03125,0.032786885,0
0.001582734,0.078125,0.180327869,0
0.000951146,0.109375,0.081967213,0
1.90E-05,0,0.147540984,0
0.000104281,0.09375,0.06557377,0
9.81E-05,0.09375,0.06557377,0
1.03E-05,0,0.06557377,0
4.31E-06,0,0.081967213,0
8.69E-07,0,0.098360656,0
6.31E-07,0.03125,0.098360656,0
0.001542921,0.125,0.327868852,0
2.15E-06,0.015625,0.098360656,0
8.21E-07,0,0.06557377,0
0.001979485,0.09375,0.327868852,0
7.19E-07,0,0.081967213,0
1.33E-05,0.03125,0.06557377,0
5.90E-07,0.015625,0.049180328,0
6.44E-07,0.109375,0.098360656,0
1.12E-06,0.015625,0.06557377,0
6.43E-07,0,0.098360656,0
8.26E-07,0.015625,0.016393443,0
6.87E-07,0,0.081967213,0
6.64E-07,0.03125,0.098360656,0
1.86E-05,0.03125,0.081967213,0
6.09E-07,0,0.098360656,0
6.11E-07,0.015625,0.06557377,0
3.60E-06,0.015625,0.081967213,0
0.001571503,0.078125,0.147540984,0
2.63E-06,0,0.081967213,0
0.003015075,0.015625,0.016393443,0
1.88E-06,0,0.081967213,0
1.29E-06,0,0.049180328,0
2.62E-05,0,0.180327869,0
0.000744283,0.0625,0.131147541,0
0.000240721,0.03125,0.032786885,0
0.001342719,0.09375,0.327868852,0
0.000590108,0.109375,0.081967213,0
2.20E-05,0.015625,0.081967213,0
9.00E-06,0,0.081967213,0
8.08E-05,0.0625,0.147540984,0
3.41E-06,0,0.098360656,0
1.17E-06,0,0.081967213,0
1.75E-05,0.015625,0.081967213,0
1.06E-06,0,0.081967213,0
1.17E-06,0,0.06557377,0
0.001684275,0.09375,0.327868852,0
7.98E-07,0,0.049180328,0
0.00011667,0.0625,0.131147541,0
0.001698055,0.09375,0.327868852,0
0.000627162,0.0625,0.131147541,0
0.001397913,0.125,0.327868852,0
0.000180385,0.015625,0.016393443,0
0.000264994,0,0,0
0.001531394,0.125,0.327868852,0
0.000156269,0.109375,0.081967213,0
0.001582962,0.078125,0.180327869,0
0.001134879,0.109375,0.081967213,0
0.002654867,0.09375,0.032786885,0
0.001580838,0.078125,0.180327869,0
5.43E-06,0.03125,0.098360656,0
2.65E-06,0.015625,0.081967213,0
0.002142857,0.078125,0.180327869,0
3.78E-05,0.015625,0.032786885,0
0.001023986,0.046875,0.131147541,0
0.001373512,0.09375,0.327868852,0
0.000766088,0.046875,0.131147541,0
0.000243029,0.03125,0.032786885,0
0.003015075,0.015625,0.016393443,0
0.000961174,0.109375,0.081967213,0
1.42E-06,0.015625,0.06557377,0
9.81E-05,0.09375,0.06557377,0
0.000585169,0.109375,0.081967213,0
1.10E-06,0.015625,0.016393443,0
9.79E-05,0.09375,0.06557377,0
3.84E-06,0,0.327868852,0
8.59E-07,0.015625,0.081967213,0
8.02E-07,0.015625,0.06557377,0
6.58E-07,0.03125,0.098360656,0
1.43E-06,0,0.06557377,0
1.63E-06,0,0.098360656,0
1.58E-06,0,0.081967213,0
2.35E-06,0.015625,0,0
1.17E-06,0.03125,0.049180328,0
9.35E-07,0.09375,0.06557377,0
8.44E-07,0,0.016393443,0
7.62E-07,0.015625,0.049180328,0
0.000619218,0.0625,0.131147541,0
8.38E-06,0.125,0.327868852,0
5.72E-05,0,0.098360656,0
0.000187345,0.046875,0.131147541,0
1.17E-06,0.015625,0.016393443,0
6.93E-06,0.015625,0.06557377,0
0.000125359,0.0625,0,0
3.73E-06,0,0.098360656,0
3.36E-06,0,0.081967213,0
8.47E-05,0.0625,0.016393443,0
3.18E-06,0.03125,0.098360656,0
1.13E-06,0.015625,0.098360656,0
0.003942486,0,0.06557377,0
1.14E-06,0,0.098360656,0
0.004072832,0,0.016393443,0
1.16E-06,0,0.06557377,0
0.003112033,0.015625,0.016393443,0
7.63E-07,0,0.032786885,0
4.55E-06,0,0,0
0.004183071,0,0,0
3.44E-06,0,0.049180328,0
2.25E-06,0,0,0
2.81E-05,0.03125,0.06557377,0
1.50E-06,0.015625,0.032786885,0
4.82E-05,0.015625,0.147540984,0
1.67E-06,0.140625,0,0
1.38E-06,0.015625,0.049180328,0
3.14E-05,0.015625,0.180327869,0
9.84E-07,0.0625,0,0
2.01E-05,0.015625,0.06557377,0
7.97E-07,0,0.049180328,0
0.000368032,0.015625,0,0
0.000636292,0,0.114754098,0
0.002737226,0,0,0
4.83E-05,0,0.180327869,0
0.000789172,0.015625,0.114754098,0
0.000278399,0.015625,0.262295082,0
0.003442659,0,0.016393443,0
0.000280072,0.015625,0.262295082,0
5.95E-07,0,0.032786885,0
0.00373778,0.015625,0,0
1.14E-06,0.046875,0,0
0.00157789,0,0,0
6.23E-07,0,0.049180328,0
1.65E-07,0,0,0
2.00E-06,0,0.180327869,0
3.64E-05,0.109375,0.114754098,0
4.84E-05,0.0625,0.262295082,0
1.23E-06,0.125,0.327868852,0
2.86E-05,0.0625,0.147540984,0
8.48E-07,0.109375,0,0
3.84E-05,0.0625,0.245901639,0
2.65E-05,0.0625,0.262295082,0
1.19E-05,0.015625,0.196721311,0
3.03E-05,0.0625,0.262295082,0
4.72E-05,0.0625,0.163934426,0
4.68E-05,0.078125,0.147540984,0
2.55E-06,0,0,0
4.16E-05,0.015625,0.163934426,0
0.003752815,0.046875,0,0
5.46E-05,0.015625,0.245901639,0
0.002366717,0.046875,0.016393443,0
0.000117063,0.015625,0.114754098,0
0.001565911,0.09375,0.196721311,0
2.16E-05,0.015625,0,0
2.29E-05,0.046875,0.163934426,0
0.0043939,0.03125,0.016393443,0
3.29E-05,0.140625,0.245901639,0
0.001540397,0.109375,0.147540984,0
3.16E-05,0,0,0
3.67E-05,0.140625,0.245901639,0
0.001708782,0.109375,0.147540984,0
2.89E-05,0.140625,0.245901639,0
2.67E-05,0.140625,0.245901639,0
1.58E-05,0.015625,0.06557377,0
3.78E-05,0.0625,0.163934426,0
4.81E-05,0.078125,0.147540984,0
3.51E-05,0.046875,0.114754098,0
1.74E-05,0.015625,0.081967213,0
4.10E-05,0.0625,0.262295082,0
1.06E-05,0.03125,0.196721311,0
3.64E-05,0.109375,0.114754098,0
3.86E-05,0.0625,0.163934426,0
0.003108808,0.03125,0,0
2.33E-05,0.015625,0.163934426,0
0.000895522,0.03125,0.016393443,0
4.25E-05,0.078125,0.147540984,0
2.20E-05,0.015625,0.147540984,0
0.002901354,0.046875,0.016393443,0
3.51E-05,0.046875,0.114754098,0
0.003213259,0.046875,0.016393443,0
4.25E-05,0.109375,0.114754098,0
0.00165281,0.109375,0.147540984,0
1.52E-05,0.078125,0,0
0.000154743,0,0,0
0.002890173,0.03125,0.016393443,0
1.18E-06,0,0.196721311,0
4.61E-05,0.0625,0.262295082,0
5.32E-05,0.0625,0.262295082,0
1.61E-06,0,0.032786885,0
3.62E-05,0.140625,0.245901639,0
2.64E-05,0.0625,0.147540984,0
2.73E-06,0.015625,0.098360656,0
3.36E-05,0.0625,0.262295082,0
2.88E-06,0.015625,0.081967213,0
4.09E-05,0.0625,0.163934426,0
2.25E-05,0.046875,0.032786885,0
1.26E-05,0,0.049180328,0
4.12E-05,0.046875,0.032786885,0
2.56E-05,0.03125,0.049180328,0
4.64E-05,0.109375,0.114754098,0
2.71E-05,0,0.147540984,0
8.00E-05,0.109375,0.114754098,0
1.40E-05,0.015625,0.098360656,0
7.32E-05,0.109375,0.114754098,0
6.48E-05,0.0625,0.262295082,0
2.09E-06,0,0.016393443,0
0.000360144,0,0,0
4.85E-05,0.0625,0.262295082,0
1.42E-06,0.015625,0.032786885,0
4.69E-05,0.046875,0.163934426,0
0.000102166,0.015625,0.114754098,0
2.57E-05,0.046875,0.163934426,0
9.03E-05,0,0.196721311,0
4.56E-05,0.0625,0.262295082,0
2.95E-05,0.140625,0.245901639,0
3.80E-05,0,0.049180328,0
2.72E-05,0.0625,0.147540984,0
2.57E-05,0.0625,0.147540984,0
4.35E-05,0.109375,0.147540984,0
2.87E-05,0.0625,0.245901639,0
8.90E-05,0.03125,0.032786885,0
3.47E-05,0.0625,0.245901639,0
4.12E-05,0.0625,0.163934426,0
7.63E-06,0.03125,0.06557377,0
2.19E-05,0.046875,0.032786885,0
2.66E-05,0.03125,0.049180328,0
5.56E-05,0.078125,0.147540984,0
6.29E-05,0.109375,0.114754098,0
1.41E-05,0.03125,0.049180328,0
7.45E-05,0.0625,0.262295082,0
0.002030519,0.09375,0.196721311,0
5.22E-05,0.0625,0.262295082,0
0.0028463,0.078125,0,0
0.001654052,0.109375,0.147540984,0
2.34E-05,0.140625,0.245901639,0
3.39E-05,0.0625,0.245901639,0
8.76E-07,0.03125,0,0
3.08E-05,0.0625,0.262295082,0
7.69E-05,0,0.098360656,0
3.02E-05,0.0625,0.262295082,0
4.00E-05,0.015625,0.245901639,0
0.003296703,0.015625,0,0
3.21E-05,0.015625,0.147540984,0
2.42E-06,0,0.032786885,0
3.63E-05,0.046875,0.114754098,0
3.54E-05,0.046875,0.114754098,0
4.08E-05,0.03125,0.049180328,0
2.50E-05,0.03125,0.049180328,0
1.32E-05,0,0.098360656,0
3.04E-05,0,0.114754098,0
7.32E-05,0.109375,0.114754098,0
2.02E-05,0,0.098360656,0
7.30E-05,0.0625,0.262295082,0
4.45E-06,0.03125,0.06557377,0
2.49E-05,0,0,0
2.48E-05,0.046875,0.163934426,0
2.50E-05,0,0.049180328,0
1.40E-06,0.046875,0.032786885,0
2.60E-05,0.140625,0.245901639,0
2.94E-05,0.140625,0.245901639,0
2.00E-06,0.09375,0.196721311,0
3.39E-05,0.0625,0.245901639,0
2.83E-05,0,0.016393443,0
9.52E-07,0.015625,0.06557377,0
2.47E-05,0.03125,0.163934426,0
3.31E-06,0.015625,0.114754098,0
4.24E-05,0.015625,0.06557377,0
8.65E-05,0,0.114754098,0
2.32E-05,0.09375,0.278688525,0
2.06E-05,0.046875,0.06557377,0
5.27E-05,0.109375,0.114754098,0
1.18E-05,0.015625,0.049180328,0
1.12E-06,0,0,0
5.27E-05,0.109375,0,0
0.001576835,0.09375,0.196721311,0
0.003147954,0.03125,0,0
0.000194002,0,0,0
0.001576986,0.09375,0.196721311,0
0.000129554,0,0,0
4.06E-05,0.109375,0.114754098,0
4.42E-05,0,0.032786885,0
5.39E-05,0,0.114754098,0
2.57E-05,0.078125,0.213114754,0
2.91E-05,0.09375,0.196721311,0
4.20E-05,0,0.06557377,0
2.45E-05,0.078125,0.213114754,0
2.45E-05,0.078125,0.213114754,0
3.14E-05,0.015625,0.114754098,0
2.90E-05,0.078125,0.213114754,0
3.73E-05,0.109375,0,0
4.46E-05,0.015625,0.06557377,0
1.54E-05,0,0.06557377,0
3.30E-05,0.046875,0.213114754,0
4.17E-05,0.046875,0.213114754,0
3.30E-05,0.046875,0.213114754,0
5.36E-06,0.015625,0.098360656,0
3.44E-05,0.03125,0.131147541,0
3.64E-05,0.109375,0.114754098,0
4.60E-05,0,0.114754098,0
9.74E-07,0.015625,0.098360656,0
3.08E-05,0.015625,0.114754098,0
2.72E-06,0.046875,0.06557377,0
1.50E-05,0.03125,0.213114754,0
7.59E-06,0.015625,0.049180328,0
2.20E-05,0.078125,0.081967213,0
1.58E-05,0.078125,0.081967213,0
5.98E-06,0.03125,0.06557377,0
2.88E-05,0.03125,0.114754098,0
2.00E-05,0.015625,0.278688525,0
5.77E-06,0.03125,0.114754098,0
2.05E-05,0.03125,0.131147541,0
1.62E-05,0.109375,0.278688525,0
2.80E-05,0.03125,0.131147541,0
3.32E-05,0.046875,0.213114754,0
0.000144956,0,0.196721311,0
2.31E-05,0.046875,0.131147541,0
1.98E-05,0.0625,0.163934426,0
0.002458886,0.03125,0,0
7.51E-06,0.078125,0.213114754,0
2.02E-05,0.078125,0,0
9.22E-06,0,0.131147541,0
0.001514602,0.09375,0.196721311,0
1.20E-05,0.015625,0.114754098,0
2.18E-05,0.03125,0.131147541,0
0.004508088,0.046875,0,0
1.71E-05,0.109375,0.114754098,0
1.09E-05,0,0,0
0.002279163,0.109375,0.147540984,0
2.23E-05,0.078125,0.213114754,0
1.00E-07,0,0.016393443,0
2.01E-05,0.015625,0.131147541,0
1.00E-07,0,0.016393443,0
2.14E-05,0.109375,0.278688525,0
0.001711174,0.109375,0.147540984,0
1.81E-05,0.03125,0.163934426,0
1.74E-05,0.03125,0.163934426,0
0.002946955,0,0,0
3.30E-05,0.015625,0.131147541,0
3.44E-06,0.03125,0.147540984,0
1.62E-05,0.046875,0.131147541,0
1.55E-05,0.015625,0.131147541,0
2.64E-05,0.03125,0.196721311,0
1.65E-05,0.0625,0.163934426,0
1.54E-05,0.09375,0.278688525,0
9.75E-05,0,0.114754098,0
2.07E-05,0.03125,0.163934426,0
0.00689078,0.015625,0.06557377,0
1.97E-05,0.109375,0.114754098,0
4.53E-06,0,0.114754098,0
2.00E-05,0.015625,0.131147541,0
1.72E-05,0.015625,0.06557377,0
1.83E-06,0.015625,0.06557377,0
